name,country,min_price_country,product_url,collection,reference,price_USD,min_price,price_diff
Luminor Due Goldtech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01336-luminor-due-goldtech.html,Luminor Due,PAM01336,22745.34,21500.0,1245.3400000000001
Luminor Due Platinumtech™,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01329-luminor-due-platinumtech.html,Luminor Due,PAM01329,41544.0,39200.0,2344.0
Luminor Due TuttoOro,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01494-luminor-due-tuttooro.html,Luminor Due,PAM01494,43621.2,41200.0,2421.199999999997
Luminor Due TuttoOro,France,USA,https://www.panerai.com/fr/fr/collections/watch-collection/luminor-due/pam01442-luminor-due-tuttooro.html,Luminor Due,PAM01442,43621.2,41200.0,2421.199999999997
Radiomir Quaranta,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01570-radiomir-quaranta.html,Radiomir,PAM01570,6548.88,6000.0,548.8800000000001
Radiomir Quaranta,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01571-radiomir-quaranta.html,Radiomir,PAM01571,6548.88,6000.0,548.8800000000001
Radiomir Quaranta,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01572-radiomir-quaranta.html,Radiomir,PAM01572,6548.88,6000.0,548.8800000000001
Radiomir Quaranta,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01573-radiomir-quaranta.html,Radiomir,PAM01573,6548.88,6000.0,548.8800000000001
Radiomir Officine,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01385-radiomir-officine.html,Radiomir,PAM01385,5919.18,5400.0,519.1800000000003
Radiomir Officine,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01384-radiomir-officine.html,Radiomir,PAM01384,5919.18,5400.0,519.1800000000003
Radiomir Officine,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01383-radiomir-officine.html,Radiomir,PAM01383,5415.42,4900.0,515.4200000000001
Radiomir Officine,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01382-radiomir-officine.html,Radiomir,PAM01382,5415.42,4900.0,515.4200000000001
Radiomir Tre Giorni,UK,Japan,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01334-radiomir-tre-giorni.html,Radiomir,PAM01334,7682.34,7089.148,593.192
Radiomir Tre Giorni,UK,Japan,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01335-radiomir-tre-giorni.html,Radiomir,PAM01335,7682.34,7089.148,593.192
Radiomir Tre Giorni,UK,Japan,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01350-radiomir-tre-giorni.html,Radiomir,PAM01350,7682.34,7089.148,593.192
Radiomir Otto Giorni,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01347-radiomir-otto-giorni.html,Radiomir,PAM01347,10578.96,9700.0,878.9599999999991
Radiomir Otto Giorni,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01348-radiomir-otto-giorni.html,Radiomir,PAM01348,10578.96,9700.0,878.9599999999991
Radiomir California,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01349-radiomir-california.html,Radiomir,PAM01349,13349.64,12300.0,1049.6399999999994
Radiomir 8 Giorni Eilean,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01643-radiomir-8-giorni-eilean.html,Radiomir,PAM01643,43071.48,42500.0,571.4800000000032
Radiomir Tourbillon GMT Bronzo,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01284-radiomir-tourbillon-gmt-bronzo.html,Radiomir,PAM01284,149238.90000000002,147300.0,1938.9000000000233
Radiomir Bronzo,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam00760-radiomir-bronzo.html,Radiomir,PAM00760,20276.34,18600.0,1676.3400000000001
Radiomir Quaranta Goldtech™,UK,Japan,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01026-radiomir-quaranta-goldtech.html,Radiomir,PAM01026,19772.58,18197.916,1574.6640000000007
Radiomir Quaranta Yellow Gold,UK,Japan,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01437-radiomir-quaranta-yellow-gold.html,Radiomir,PAM01437,19772.58,18197.916,1574.6640000000007
Radiomir Annual Calendar Goldtech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01363-radiomir-annual-calendar-goldtech.html,Radiomir,PAM01363,35137.26,34700.0,437.26000000000204
Radiomir Annual Calendar Platinumtech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01364-radiomir-annual-calendar-platinumtech.html,Radiomir,PAM01364,51887.280000000006,51100.0,787.2800000000061
Radiomir Perpetual Calendar GMT Goldtech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/radiomir/pam01453-radiomir-perpetual-calendar-gmt-goldtech.html,Radiomir,PAM01453,43953.060000000005,43300.0,653.060000000005
Luminor Base Logo,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01623-luminor-base-logo.html,Luminor,PAM01623,6171.06,5600.0,571.0600000000004
Luminor Base Logo,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01087-luminor-base-logo.html,Luminor,PAM01087,6171.06,5600.0,571.0600000000004
Luminor Base Logo,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01086-luminor-base-logo.html,Luminor,PAM01086,6171.06,5600.0,571.0600000000004
Luminor Logo,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01084-luminor-logo.html,Luminor,PAM01084,6674.820000000001,6100.0,574.8200000000006
Luminor Logo ,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01085-luminor-logo.html,Luminor,PAM01085,6674.820000000001,6100.0,574.8200000000006
Luminor Logo,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01624-luminor-logo.html,Luminor,PAM01624,6674.820000000001,6100.0,574.8200000000006
Luminor Tre Giorni,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01628-luminor-tre-giorni.html,Luminor,PAM01628,11460.54,10500.0,960.5400000000009
Luminor 8 Giorni,UK,Japan,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam00914-luminor-8-giorni.html,Luminor,PAM00914,7682.34,7089.148,593.192
Luminor 8 Giorni,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam00915-luminor-8-giorni.html,Luminor,PAM00915,8186.1,7600.0,586.1000000000004
Luminor Destro Otto Giorni,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01655-luminor-destro-otto-giorni.html,Luminor,PAM01655,8815.800000000001,8100.0,715.8000000000011
Luminor Marina,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam00422-luminor-marina.html,Luminor,PAM00422,12342.12,11300.0,1042.1200000000008
Luminor Quaranta,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01371-luminor-quaranta.html,Luminor,PAM01371,8437.980000000001,7800.0,637.9800000000014
Luminor Quaranta,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01370-luminor-quaranta.html,Luminor,PAM01370,8437.980000000001,7800.0,637.9800000000014
Luminor Quaranta,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01372-luminor-quaranta.html,Luminor,PAM01372,8437.980000000001,7800.0,637.9800000000014
Luminor Quaranta Steel DLC Luna Rossa,UK,Japan,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01408-luminor-quaranta-steel-dlc-luna-rossa.html,Luminor,PAM01408,10075.2,9281.668,793.5320000000011
Luminor Quaranta Carbotech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01526-luminor-quaranta-carbotech.html,Luminor,PAM01526,14357.160000000002,13300.0,1057.1600000000017
Luminor Marina,UK,Japan,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01314-luminor-marina.html,Luminor,PAM01314,9571.44,8770.08,801.3600000000006
Luminor Marina,UK,Japan,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01313-luminor-marina.html,Luminor,PAM01313,9571.44,8770.08,801.3600000000006
Luminor Marina,UK,Japan,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01312-luminor-marina.html,Luminor,PAM01312,9571.44,8770.08,801.3600000000006
Luminor Marina Blu Profondo,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01157-luminor-marina-blu-profondo.html,Luminor,PAM01157,10201.14,9400.0,801.1399999999994
Luminor Marina Verde Smeraldo,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01356-luminor-marina-verde-smeraldo.html,Luminor,PAM01356,10201.14,9400.0,801.1399999999994
Luminor Marina Grigio Roccia,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01358-luminor-marina-grigio-roccia.html,Luminor,PAM01358,10201.14,9400.0,801.1399999999994
Luminor Marina,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01564-luminor-marina.html,Luminor,PAM01564,10327.08,9500.0,827.0799999999999
Luminor Marina,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01316-luminor-marina.html,Luminor,PAM01316,10327.08,9500.0,827.0799999999999
Luminor Marina,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01562-luminor-marina.html,Luminor,PAM01562,10327.08,9500.0,827.0799999999999
Luminor Marina Navy SEALs,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01412-luminor-marina-navy-seals.html,Luminor,PAM01412,10704.9,9800.0,904.8999999999996
Luminor Marina Carbotech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam02661-luminor-marina-carbotech.html,Luminor,PAM02661,16120.320000000002,14800.0,1320.3200000000015
Luminor Marina TuttoGrigio,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam02662-luminor-marina-tuttogrigio.html,Luminor,PAM02662,17757.54,16300.0,1457.5400000000009
Luminor Marina Goldtech™ ,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01112-luminor-marina-goldtech.html,Luminor,PAM01112,29092.140000000003,26800.0,2292.140000000003
Luminor Quaranta BiTempo,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01365-luminor-quaranta-bitempo.html,Luminor,PAM01365,9949.26,9200.0,749.2600000000002
Luminor Quaranta BiTempo,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01367-luminor-quaranta-bitempo.html,Luminor,PAM01367,9949.26,9200.0,749.2600000000002
Luminor Quaranta BiTempo Luna Rossa,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01404-luminor-quaranta-bitempo-luna-rossa.html,Luminor,PAM01404,10453.02,9600.0,853.0200000000004
Luminor Quaranta BiTempo,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01640-luminor-quaranta-bitempo.html,Luminor,PAM01640,10704.9,9800.0,904.8999999999996
Luminor Quaranta BiTempo Goldtech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01641-luminor-quaranta-bitempo-goldtech.html,Luminor,PAM01641,27580.86,25400.0,2180.8600000000006
Luminor BiTempo Power Reserve,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01360-luminor-bitempo-power-reserve.html,Luminor,PAM01360,11586.48,10600.0,986.4799999999996
Luminor BiTempo Power Reserve,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01361-luminor-bitempo-power-reserve.html,Luminor,PAM01361,11586.48,10600.0,986.4799999999996
Luminor GMT,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01441-luminor-gmt.html,Luminor,PAM01441,16246.26,14900.0,1346.2600000000002
Luminor GMT Power Reserve Ceramica,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01674-luminor-gmt-power-reserve-ceramica.html,Luminor,PAM01674,20780.1,19100.0,1680.0999999999985
Luminor Chrono,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01218-luminor-chrono.html,Luminor,PAM01218,10956.78,10000.0,956.7800000000007
Luminor Chrono,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01109-luminor-chrono.html,Luminor,PAM01109,10956.78,10000.0,956.7800000000007
Luminor Chrono,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01110-luminor-chrono.html,Luminor,PAM01110,11712.42,10800.0,912.4200000000001
Luminor Chrono,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01548-luminor-chrono.html,Luminor,PAM01548,11712.42,10800.0,912.4200000000001
Luminor Chrono Carbotech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01219-luminor-chrono-carbotech.html,Luminor,PAM01219,18009.420000000002,16600.0,1409.420000000002
Luminor Chrono Goldtech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01111-luminor-chrono-goldtech.html,Luminor,PAM01111,31988.76,29400.0,2588.7599999999984
Luminor Chrono Navy SEALs,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01409-luminor-chrono-navy-seals.html,Luminor,PAM01409,11964.3,11000.0,964.2999999999993
Luminor Chrono Carbotech™ Navy SEALs,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01419-luminor-chrono-carbotech-navy-seals.html,Luminor,PAM01419,19394.76,17900.0,1494.7599999999984
Luminor Dieci Giorni GMT,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01482-luminor-dieci-giorni-gmt.html,Luminor,PAM01482,16498.14,15200.0,1298.1399999999994
Luminor Dieci Giorni GMT Ceramica,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01483-luminor-dieci-giorni-gmt-ceramica.html,Luminor,PAM01483,21157.92,19500.0,1657.9199999999983
Luminor Perpetual Calendar GMT Goldtech™ ,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam00742-luminor-perpetual-calendar-gmt-goldtech.html,Luminor,PAM00742,45716.22,45100.0,616.2200000000012
Luminor Perpetual Calendar GMT Platinumtech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam00715-luminor-perpetual-calendar-gmt-platinumtech.html,Luminor,PAM00715,63221.880000000005,62400.0,821.8800000000047
Luminor Perpetual Calendar Goldtech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01688-luminor-perpetual-calendar-goldtech.html,Luminor,PAM01688,46597.8,45900.0,697.8000000000029
Luminor Equation of Time GMT Titanio,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam00670-luminor-equation-of-time-gmt-titanio.html,Luminor,PAM00670,26069.58,24000.0,2069.5800000000017
Luminor Tourbillon GMT,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam01060-luminor-tourbillon-gmt.html,Luminor,PAM01060,165988.92,163700.0,2288.920000000013
Luminor Tourbillon Moon Phases Equation of Time GMT - L’Astronomo,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor/pam00920-luminor-tourbillon-moon-phases-equation-of-time-gmt--la.html,Luminor,PAM00920,237019.08,233800.0,3219.079999999987
Submersible Luna Rossa,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01565-submersible-luna-rossa.html,Submersible,PAM01565,12342.12,11300.0,1042.1200000000008
Submersible Luna Rossa,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01579-submersible-luna-rossa.html,Submersible,PAM01579,11964.3,11000.0,964.2999999999993
Submersible GMT Luna Rossa Titanio,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01507-submersible-gmt-luna-rossa-titanio.html,Submersible,PAM01507,13349.64,12300.0,1049.6399999999994
Submersible Luna Rossa Carbotech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01563-submersible-luna-rossa-carbotech.html,Submersible,PAM01563,19646.64,18100.0,1546.6399999999994
Submersible QuarantaQuattro Luna Rossa Ti-Ceramitech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01543-submersible-quarantaquattro-luna-rossa-ti-ceramitech.html,Submersible,PAM01543,18009.420000000002,16600.0,1409.420000000002
Submersible QuarantaQuattro Luna Rossa Ti-Ceramitech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01466-submersible-quarantaquattro-luna-rossa-ti-ceramitech.html,Submersible,PAM01466,18009.420000000002,16600.0,1409.420000000002
Submersible Tourbillon GMT Luna Rossa Experience Edition,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01405-submersible-tourbillon-gmt-luna-rossa-experience-editio.html,Submersible,PAM01405,171152.46000000002,168900.0,2252.460000000021
Submersible QuarantaQuattro GMT Navy SEALs Carbotech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01513-submersible-quarantaquattro-gmt-navy-seals-carbotech.html,Submersible,PAM01513,21409.800000000003,19700.0,1709.800000000003
Submersible,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01590-submersible.html,Submersible,PAM01590,10327.08,9500.0,827.0799999999999
Submersible,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam02973-submersible.html,Submersible,PAM02973,10327.08,9500.0,827.0799999999999
Submersible,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam02683-submersible.html,Submersible,PAM02683,11460.54,10500.0,960.5400000000009
Submersible,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam02068-submersible.html,Submersible,PAM02068,12719.94,11700.0,1019.9400000000005
Submersible QuarantaQuattro,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01595-submersible-quarantaquattro.html,Submersible,PAM01595,10830.84,9900.0,930.8400000000001
Submersible QuarantaQuattro,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01596-submersible-quarantaquattro.html,Submersible,PAM01596,10830.84,9900.0,930.8400000000001
Submersible QuarantaQuattro Navy SEALs,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01518-submersible-quarantaquattro-navy-seals.html,Submersible,PAM01518,11082.72,10200.0,882.7199999999993
Submersible GMT Navy SEALs,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01323-submersible-gmt-navy-seals.html,Submersible,PAM01323,12090.240000000002,11100.0,990.2400000000016
Submersible QuarantaQuattro Mike Horn   ,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01676-submersible-quarantaquattro-mike-horn.html,Submersible,PAM01676,12971.820000000002,11900.0,1071.8200000000015
Submersible QuarantaQuattro Luna Rossa,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01681-submersible-quarantaquattro-luna-rossa.html,Submersible,PAM01681,13097.76,12100.0,997.7600000000002
Submersible QuarantaQuattro Grigio Roccia,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01288-submersible-quarantaquattro-grigio-roccia.html,Submersible,PAM01288,12594.0,11600.0,994.0
Submersible QuarantaQuattro Blu Profondo,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01289-submersible-quarantaquattro-blu-profondo.html,Submersible,PAM01289,12594.0,11600.0,994.0
Submersible QuarantaQuattro Verde Smeraldo,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01287-submersible-quarantaquattro-verde-smeraldo.html,Submersible,PAM01287,12594.0,11600.0,994.0
Submersible Carbotech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam02231-submersible-carbotech.html,Submersible,PAM02231,19016.94,17600.0,1416.9399999999987
Submersible Bronzo ,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01074-submersible-bronzo.html,Submersible,PAM01074,19142.88,17700.0,1442.880000000001
Submersible QuarantaQuattro Carbotech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01232-submersible-quarantaquattro-carbotech.html,Submersible,PAM01232,20150.4,18600.0,1550.4000000000015
Submersible S Brabus Blue Shadow Edition,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01241-submersible-s-brabus-blue-shadow-edition.html,Submersible,PAM01241,45716.22,45100.0,616.2200000000012
Submersible S Brabus,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01403-submersible-s-brabus.html,Submersible,PAM01403,45716.22,45100.0,616.2200000000012
Submersible S Brabus Carbotech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01283-submersible-s-brabus-carbotech.html,Submersible,PAM01283,45716.22,45100.0,616.2200000000012
Submersible Titanio,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam02305-submersible-titanio.html,Submersible,PAM02305,11586.48,10700.0,886.4799999999996
Submersible BMG-TECH™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam02692-submersible-bmg-tech.html,Submersible,PAM02692,16120.320000000002,14800.0,1320.3200000000015
Submersible Navy SEALs Titanio,UK,Japan,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01669-submersible-navy-seals-titanio.html,Submersible,PAM01669,14860.92,13666.708,1194.2119999999995
Submersible Carbotech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam02616-submersible-carbotech.html,Submersible,PAM02616,20528.22,18900.0,1628.2200000000012
Submersible Marina Militare Carbotech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam02979-submersible-marina-militare-carbotech.html,Submersible,PAM02979,21913.56,20200.0,1713.5600000000013
Submersible Bronzo,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam00968-submersible-bronzo.html,Submersible,PAM00968,20276.34,18600.0,1676.3400000000001
Submersible GMT Titanio Mike Horn Experience Edition,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01670-submersible-gmt-titanio-mike-horn-experience-edition.html,Submersible,PAM01670,83498.22,82300.0,1198.2200000000012
Submersible Elux LAB-ID,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01800-submersible-elux-lab-id.html,Submersible,PAM01800,94832.82,93600.0,1232.820000000007
Submersible Forze Speciali,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam02239-submersible-forze-speciali.html,Submersible,PAM02239,32996.28,30400.0,2596.279999999999
Submersible Chrono Navy SEALs Titanio,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam01521-submersible-chrono-navy-seals-titanio.html,Submersible,PAM01521,37404.18,34200.0,3204.1800000000003
Submersible Goldtech™,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam02164-submersible-goldtech.html,Submersible,PAM02164,32492.52,29900.0,2592.5200000000004
Submersible QuarantaQuattro Goldtech™ OroCarbo,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/submersible/pam02070-submersible-quarantaquattro-goldtech-orocarbo.html,Submersible,PAM02070,36144.78,33300.0,2844.779999999999
Luminor Due Luna Rossa,UK,Japan,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01378-luminor-due-luna-rossa.html,Luminor Due,PAM01378,8060.160000000001,7381.483999999999,678.6760000000022
Luminor Due,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01248-luminor-due.html,Luminor Due,PAM01248,7556.400000000001,6900.0,656.4000000000005
Luminor Due,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01273-luminor-due.html,Luminor Due,PAM01273,7556.400000000001,6900.0,656.4000000000005
Luminor Due,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01552-luminor-due.html,Luminor Due,PAM01552,7556.400000000001,6900.0,656.4000000000005
Luminor Due,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01425-luminor-due-prada-re-nylon.html,Luminor Due,PAM01425,7556.400000000001,6900.0,656.4000000000005
Luminor Due,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01426-luminor-due-prada-re-nylon.html,Luminor Due,PAM01426,7556.400000000001,6900.0,656.4000000000005
Luminor Due,UK,Japan,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01123-luminor-due.html,Luminor Due,PAM01123,8312.04,7673.82,638.2200000000012
Luminor Due,UK,Japan,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01508-luminor-due.html,Luminor Due,PAM01508,8563.92,7893.072,670.848
Luminor Due Pastello,UK,Japan,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01311-luminor-due-pastello.html,Luminor Due,PAM01311,8563.92,7893.072,670.848
Luminor Due Pastello,UK,Japan,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01309-luminor-due-pastello.html,Luminor Due,PAM01309,8563.92,7893.072,670.848
Luminor Due Pastello,UK,Japan,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01319-luminor-due-pastello.html,Luminor Due,PAM01319,8563.92,7893.072,670.848
Luminor Due Luna,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01557-luminor-due-luna.html,Luminor Due,PAM01557,10453.02,9600.0,853.0200000000004
Luminor Due Luna,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01179-luminor-due-luna.html,Luminor Due,PAM01179,10453.02,9600.0,853.0200000000004
Luminor Due Luna,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01301-luminor-due-luna.html,Luminor Due,PAM01301,11334.6,10400.0,934.6000000000004
Luminor Due Luna Rossa,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01381-luminor-due-luna-rossa.html,Luminor Due,PAM01381,8437.980000000001,7800.0,637.9800000000014
Luminor Due,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01388-luminor-due.html,Luminor Due,PAM01388,7934.22,7300.0,634.2200000000003
Luminor Due,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01250-luminor-due.html,Luminor Due,PAM01250,7934.22,7300.0,634.2200000000003
Luminor Due Prada Re-Nylon,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01428-luminor-due-prada-re-nylon.html,Luminor Due,PAM01428,7934.22,7300.0,634.2200000000003
Luminor Due Prada Re-Nylon,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01429-luminor-due-prada-re-nylon.html,Luminor Due,PAM01429,7934.22,7300.0,634.2200000000003
Luminor Due,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01424-luminor-due.html,Luminor Due,PAM01424,7934.22,7300.0,634.2200000000003
Luminor Due,UK,USA,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01124-luminor-due.html,Luminor Due,PAM01124,8815.800000000001,8100.0,715.8000000000011
Luminor Due,UK,Japan,https://www.panerai.com/gb/en/collections/watch-collection/luminor-due/pam01387-luminor-due.html,Luminor Due,PAM01387,8941.74,8258.492,683.2479999999996
