reference,year,image_url,collection,brand,country,price,product_url,currency,name,availability,currency_code,price_JPY,price_USD,price_GBP,price_EUR
PAM01385,2025,https://www.panerai.com/content/dam/rcq/pan/bc/NG/dJ/yn/8E/S9/WC/7R/lJ/b5/FA/bcNGdJyn8ES9WC7RlJb5FA.png,Radiomir,PANERAI,France,5500,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01385-radiomir-officine.html,€,Radiomir Officine,Out of Stock,EUR,860114.2,5712.3,4541.35,5500.0
PAM01384,2025,https://www.panerai.com/content/dam/rcq/pan/jM/Vd/8j/GV/v0/mK/Qt/r0/gL/SM/MA/jMVd8jGVv0mKQtr0gLSMMA.png,Radiomir,PANERAI,France,5500,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01384-radiomir-officine.html,€,Radiomir Officine,Available,EUR,860114.2,5712.3,4541.35,5500.0
PAM01383,2025,https://www.panerai.com/content/dam/rcq/pan/VZ/vB/8C/mR/E0/-8/ZC/8P/mN/A9/Qg/VZvB8CmRE0-8ZC8PmNA9Qg.png,Radiomir,PANERAI,France,5000,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01383-radiomir-officine.html,€,Radiomir Officine,Available,EUR,781922.0,5193.0,4128.5,5000.0
PAM01382,2025,https://www.panerai.com/content/dam/rcq/pan/Ku/v1/KD/o5/Rb/Gp/9m/Wf/ki/Al/cA/Kuv1KDo5RbGp9mWfkiAlcA.png,Radiomir,PANERAI,France,5000,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01382-radiomir-officine.html,€,Radiomir Officine,Available,EUR,781922.0,5193.0,4128.5,5000.0
PAM01334,2025,https://www.panerai.com/content/dam/rcq/pan/gF/8W/6q/zc/WU/WL/kh/SC/cT/uT/ww/gF8W6qzcWUWLkhSCcTuTww.png,Radiomir,PANERAI,France,7200,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01334-radiomir-tre-giorni.html,€,Radiomir Tre Giorni,Available,EUR,1125967.68,7477.92,5945.04,7200.0
PAM01335,2025,https://www.panerai.com/content/dam/rcq/pan/7w/I2/13/Xb/BE/Ga/MS/Z8/Y5/UA/Uw/7wI213XbBEGaMSZ8Y5UAUw.png,Radiomir,PANERAI,France,7200,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01335-radiomir-tre-giorni.html,€,Radiomir Tre Giorni,Available,EUR,1125967.68,7477.92,5945.04,7200.0
PAM01350,2025,https://www.panerai.com/content/dam/rcq/pan/mC/bG/Av/li/W0/6q/58/sB/Gm/l_/1w/mCbGAvliW06q58sBGml_1w.png,Radiomir,PANERAI,France,7200,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01350-radiomir-tre-giorni.html,€,Radiomir Tre Giorni,Available,EUR,1125967.68,7477.92,5945.04,7200.0
PAM01347,2025,https://www.panerai.com/content/dam/rcq/pan/sq/bR/W6/SN/-E/CF/th/-B/Zw/5b/tA/sqbRW6SN-ECFth-BZw5btA.png,Radiomir,PANERAI,France,9900,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01347-radiomir-otto-giorni.html,€,Radiomir Otto Giorni,Available,EUR,1548205.56,10282.14,8174.43,9900.0
PAM01348,2025,https://www.panerai.com/content/dam/rcq/pan/4-/XO/xe/EC/K0/KB/TY/Ck/p1/Pc/dA/4-XOxeECK0KBTYCkp1PcdA.png,Radiomir,PANERAI,France,9900,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01348-radiomir-otto-giorni.html,€,Radiomir Otto Giorni,Available,EUR,1548205.56,10282.14,8174.43,9900.0
PAM01349,2025,https://www.panerai.com/content/dam/rcq/pan/Or/cO/lA/rx/8k/-r/vp/Xi/gX/X4/Lg/OrcOlArx8k-rvpXigXX4Lg.png,Radiomir,PANERAI,France,12500,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01349-radiomir-california.html,€,Radiomir California,Available,EUR,1954805.0,12982.5,10321.25,12500.0
PAM01643,2025,https://www.panerai.com/content/dam/rcq/pan/eg/qU/d0/pZ/R9/Ww/SQ/tm/pW/lK/wg/egqUd0pZR9WwSQtmpWlKwg.png,Radiomir,PANERAI,France,49000,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01643-radiomir-8-giorni-eilean.html,€,Radiomir 8 Giorni Eilean,Out of Stock,EUR,7662835.6,50891.4,40459.3,49000.0
PAM01284,2025,https://www.panerai.com/content/dam/rcq/pan/9K/Y5/0m/Wz/80/ix/UJ/aO/96/Jt/RQ/9KY50mWz80ixUJaO96JtRQ.png,Radiomir,PANERAI,France,170000,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01284-radiomir-tourbillon-gmt-bronzo.html,€,Radiomir Tourbillon GMT Bronzo,Out of Stock,EUR,26585348.0,176562.0,140369.0,170000.0
PAM00760,2025,https://www.panerai.com/content/dam/rcq/pan/23/44/86/4/2344864.png,Radiomir,PANERAI,France,19000,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam00760-radiomir-bronzo.html,€,Radiomir Bronzo,Out of Stock,EUR,2971303.6,19733.399999999998,15688.3,19000.0
PAM01026,2025,https://www.panerai.com/content/dam/rcq/pan/Y3/Ss/Mi/Bi/wk/-O/Lv/Y5/uN/5d/Kw/Y3SsMiBiwk-OLvY5uN5dKw.png,Radiomir,PANERAI,France,18500,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01026-radiomir-quaranta-goldtech.html,€,Radiomir Quaranta Goldtech™,Available,EUR,2893111.4,19214.1,15275.449999999999,18500.0
PAM01437,2025,https://www.panerai.com/content/dam/rcq/pan/g5/cn/Xo/v8/vE/CP/Dz/ME/gY/Ge/cQ/g5cnXov8vECPDzMEgYGecQ.png,Radiomir,PANERAI,France,18500,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01437-radiomir-quaranta-yellow-gold.html,€,Radiomir Quaranta en or jaune,Available,EUR,2893111.4,19214.1,15275.449999999999,18500.0
PAM01363,2025,https://www.panerai.com/content/dam/rcq/pan/0a/Da/kZ/iJ/KE/SO/mC/pE/wx/Oj/6Q/0aDakZiJKESOmCpEwxOj6Q.png,Radiomir,PANERAI,France,40000,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01363-radiomir-annual-calendar-goldtech.html,€,Radiomir Annual Calendar Goldtech™,Available,EUR,6255376.0,41544.0,33028.0,40000.0
PAM01364,2025,https://www.panerai.com/content/dam/rcq/pan/nN/44/E4/4V/K0/OU/KX/iq/Yn/WM/tw/nN44E44VK0OUKXiqYnWMtw.png,Radiomir,PANERAI,France,59000,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01364-radiomir-annual-calendar-platinumtech.html,€,Radiomir Annual Calendar Platinumtech™,Out of Stock,EUR,9226679.6,61277.4,48716.3,59000.0
PAM01453,2025,https://www.panerai.com/content/dam/rcq/pan/My/We/PY/oA/Tp/Oa/kB/sg/ji/dh/iw/MyWePYoATpOakBsgjidhiw.png,Radiomir,PANERAI,France,50000,https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01453-radiomir-perpetual-calendar-gmt-goldtech.html,€,Radiomir Perpetual Calendar GMT Goldtech™,Out of Stock,EUR,7819220.0,51930.0,41285.0,50000.0
PAM01623,2025,https://www.panerai.com/content/dam/rcq/pan/mc/zJ/or/Ov/Rc/aM/aT/bm/8A/yR/4Q/mczJorOvRcaMaTbm8AyR4Q.png,Luminor,PANERAI,France,5700,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01623-luminor-base-logo.html,€,Luminor Base Logo,Available,EUR,891391.08,5920.0199999999995,4706.49,5700.0
PAM01087,2025,https://www.panerai.com/content/dam/rcq/pan/ly/Km/5Y/vf/ZE/Cs/Sd/0o/pV/X4/nA/lyKm5YvfZECsSd0opVX4nA.png,Luminor,PANERAI,France,5700,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01087-luminor-base-logo.html,€,Luminor Base Logo,Available,EUR,891391.08,5920.0199999999995,4706.49,5700.0
PAM01086,2025,https://www.panerai.com/content/dam/rcq/pan/eO/-Y/kP/44/So/Ki/ps/Ho/yr/yZ/ow/eO-YkP44SoKipsHoyryZow.png,Luminor,PANERAI,France,5700,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01086-luminor-base-logo.html,€,Luminor Base Logo,Available,EUR,891391.08,5920.0199999999995,4706.49,5700.0
PAM01084,2025,https://www.panerai.com/content/dam/rcq/pan/20/83/65/0/2083650.png,Luminor,PANERAI,France,6200,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01084-luminor-logo.html,€,Luminor Logo,Available,EUR,969583.28,6439.32,5119.34,6200.0
PAM01085,2025,https://www.panerai.com/content/dam/rcq/pan/20/61/23/0/2061230.png,Luminor,PANERAI,France,6200,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01085-luminor-logo.html,€,Luminor Logo ,Available,EUR,969583.28,6439.32,5119.34,6200.0
PAM01624,2025,https://www.panerai.com/content/dam/rcq/pan/RP/Oi/dq/A6/SZ/yy/aM/v3/sX/4-/9w/RPOidqA6SZyyaMv3sX4-9w.png,Luminor,PANERAI,France,6200,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01624-luminor-logo.html,€,Luminor Logo,Available,EUR,969583.28,6439.32,5119.34,6200.0
PAM01628,2025,https://www.panerai.com/content/dam/rcq/pan/Hk/Ga/VG/Yo/Tk/KS/Jy/rN/sE/Nq/_Q/HkGaVGYoTkKSJyrNsENq_Q.png,Luminor,PANERAI,France,10700,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01628-luminor-tre-giorni.html,€,Luminor Tre Giorni,Available,EUR,1673313.08,11113.02,8834.99,10700.0
PAM00914,2025,https://www.panerai.com/content/dam/rcq/pan/19/76/97/9/1976979.png,Luminor,PANERAI,France,7200,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00914-luminor-8-giorni.html,€,Luminor 8 Giorni,Available,EUR,1125967.68,7477.92,5945.04,7200.0
PAM00915,2025,https://www.panerai.com/content/dam/rcq/pan/19/76/97/7/1976977.png,Luminor,PANERAI,France,7700,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00915-luminor-8-giorni.html,€,Luminor 8 Giorni,Available,EUR,1204159.88,7997.219999999999,6357.89,7700.0
PAM01655,2025,https://www.panerai.com/content/dam/rcq/pan/O8/G5/Gh/c9/Rx/-F/WM/TF/KB/r1/wQ/O8G5Ghc9Rx-FWMTFKBr1wQ.png,Luminor,PANERAI,France,8200,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01655-luminor-destro-otto-giorni.html,€,Luminor Destro Otto Giorni,Available,EUR,1282352.08,8516.52,6770.74,8200.0
PAM00422,2025,https://www.panerai.com/content/dam/rcq/pan/79/27/56/792756.png,Luminor,PANERAI,France,11500,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00422-luminor-marina.html,€,Luminor Marina,Available,EUR,1798420.6,11943.9,9495.55,11500.0
PAM01371,2025,https://www.panerai.com/content/dam/rcq/pan/22/37/63/3/2237633.png,Luminor,PANERAI,France,7900,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01371-luminor-quaranta.html,€,Luminor Quaranta,Available,EUR,1235436.76,8204.94,6523.03,7900.0
PAM01370,2025,https://www.panerai.com/content/dam/rcq/pan/22/37/39/8/2237398.png,Luminor,PANERAI,France,7900,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01370-luminor-quaranta.html,€,Luminor Quaranta,Available,EUR,1235436.76,8204.94,6523.03,7900.0
PAM01372,2025,https://www.panerai.com/content/dam/rcq/pan/22/37/63/4/2237634.png,Luminor,PANERAI,France,7900,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01372-luminor-quaranta.html,€,Luminor Quaranta,Available,EUR,1235436.76,8204.94,6523.03,7900.0
PAM01408,2025,https://www.panerai.com/content/dam/rcq/pan/UQ/Ak/CS/b6/7k/6a/A4/va/FF/7t/WQ/UQAkCSb67k6aA4vaFF7tWQ.png,Luminor,PANERAI,France,9400,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01408-luminor-quaranta-steel-dlc-luna-rossa.html,€,Luminor Quaranta Steel DLC Luna Rossa,Available,EUR,1470013.36,9762.84,7761.58,9400.0
PAM01526,2025,https://www.panerai.com/content/dam/rcq/pan/N4/Nf/LG/Uz/Qr/aO/YK/-9/th/IN/TQ/N4NfLGUzQraOYK-9thINTQ.png,Luminor,PANERAI,France,13500,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01526-luminor-quaranta-carbotech.html,€,Luminor Quaranta Carbotech™,Available,EUR,2111189.4,14021.1,11146.95,13500.0
PAM01314,2025,https://www.panerai.com/content/dam/rcq/pan/20/66/83/2/2066832.png,Luminor,PANERAI,France,8900,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01314-luminor-marina.html,€,Luminor Marina,Available,EUR,1391821.16,9243.539999999999,7348.73,8900.0
PAM01313,2025,https://www.panerai.com/content/dam/rcq/pan/20/50/94/8/2050948.png,Luminor,PANERAI,France,8900,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01313-luminor-marina.html,€,Luminor Marina,Available,EUR,1391821.16,9243.539999999999,7348.73,8900.0
PAM01312,2025,https://www.panerai.com/content/dam/rcq/pan/13/33/02/4/1333024.png,Luminor,PANERAI,France,8900,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01312-luminor-marina.html,€,Luminor Marina,Available,EUR,1391821.16,9243.539999999999,7348.73,8900.0
PAM01157,2025,https://www.panerai.com/content/dam/rcq/pan/R-/Ap/va/Qh/qU/uK/cE/iQ/Og/Ny/qA/R-ApvaQhqUuKcEiQOgNyqA.png,Luminor,PANERAI,France,9600,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01157-luminor-marina-blu-profondo.html,€,Luminor Marina  Blu Profondo,Available,EUR,1501290.24,9970.56,7926.72,9600.0
PAM01356,2025,https://www.panerai.com/content/dam/rcq/pan/xs/L0/lh/NQ/Q0/W5/d0/cN/sD/l9/gA/xsL0lhNQQ0W5d0cNsDl9gA.png,Luminor,PANERAI,France,9600,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01356-luminor-marina-verde-smeraldo.html,€,Luminor Marina Verde Smeraldo,Available,EUR,1501290.24,9970.56,7926.72,9600.0
PAM01358,2025,https://www.panerai.com/content/dam/rcq/pan/2r/qU/Pf/R3/7U/6K/mv/An/Xj/50/4Q/2rqUPfR37U6KmvAnXj504Q.png,Luminor,PANERAI,France,9600,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01358-luminor-marina-grigio-roccia.html,€,Luminor Marina Grigio Roccia,Available,EUR,1501290.24,9970.56,7926.72,9600.0
PAM01564,2025,https://www.panerai.com/content/dam/rcq/pan/m0/3l/oJ/Ur/xU/WL/8v/Sx/xI/OT/pg/m03loJUrxUWL8vSxxIOTpg.png,Luminor,PANERAI,France,9700,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01564-luminor-marina.html,€,Luminor Marina,Available,EUR,1516928.68,10074.42,8009.29,9700.0
PAM01316,2025,https://www.panerai.com/content/dam/rcq/pan/20/67/63/6/2067636.png,Luminor,PANERAI,France,9700,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01316-luminor-marina.html,€,Luminor Marina,Available,EUR,1516928.68,10074.42,8009.29,9700.0
PAM01562,2025,https://www.panerai.com/content/dam/rcq/pan/ir/1O/R1/R_/r0/mp/KS/la/o1/Xf/zw/ir1OR1R_r0mpKSlao1Xfzw.png,Luminor,PANERAI,France,9700,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01562-luminor-marina.html,€,Luminor Marina,Available,EUR,1516928.68,10074.42,8009.29,9700.0
PAM01412,2025,https://www.panerai.com/content/dam/rcq/pan/qP/1R/cN/9g/ak/yg/8r/VG/Fa/UT/Iw/qP1RcN9gakyg8rVGFaUTIw.png,Luminor,PANERAI,France,10000,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01412-luminor-marina-navy-seals.html,€,Luminor Marina Navy SEALs,Out of Stock,EUR,1563844.0,10386.0,8257.0,10000.0
PAM02661,2025,https://www.panerai.com/content/dam/rcq/pan/EO/eS/-u/5M/rE/m5/DR/uq/SJ/ji/7g/EOeS-u5MrEm5DRuqSJji7g.png,Luminor,PANERAI,France,15100,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam02661-luminor-marina-carbotech.html,€,Luminor Marina Carbotech™,Available,EUR,2361404.44,15682.859999999999,12468.07,15100.0
PAM02662,2025,https://www.panerai.com/content/dam/rcq/pan/yy/cr/9q/UF/8E/i4/Xp/AT/OQ/_Q/Qw/yycr9qUF8Ei4XpATOQ_QQw.png,Luminor,PANERAI,France,16600,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam02662-luminor-marina-tuttogrigio.html,€,Luminor Marina TuttoGrigio,Available,EUR,2595981.04,17240.76,13706.619999999999,16600.0
PAM01112,2025,https://www.panerai.com/content/dam/rcq/pan/20/35/33/2/2035332.png,Luminor,PANERAI,France,27300,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01112-luminor-marina-goldtech.html,€,Luminor Marina Goldtech™ ,Available,EUR,4269294.12,28353.78,22541.61,27300.0
PAM01365,2025,https://www.panerai.com/content/dam/rcq/pan/uG/0I/iH/F2/xE/iG/8V/Vk/z4/Lv/Ig/uG0IiHF2xEiG8VVkz4LvIg.png,Luminor,PANERAI,France,9300,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01365-luminor-quaranta-bitempo.html,€,Luminor Quaranta BiTempo,Available,EUR,1454374.92,9658.98,7679.01,9300.0
PAM01367,2025,https://www.panerai.com/content/dam/rcq/pan/CT/n-/6W/SU/ok/CC/Wq/YS/6M/km/gQ/CTn-6WSUokCCWqYS6MkmgQ.png,Luminor,PANERAI,France,9300,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01367-luminor-quaranta-bitempo.html,€,Luminor Quaranta BiTempo,Available,EUR,1454374.92,9658.98,7679.01,9300.0
PAM01404,2025,https://www.panerai.com/content/dam/rcq/pan/i7/zz/dP/TF/Kk/6Y/YC/D8/K6/wz/xQ/i7zzdPTFKk6YYCD8K6wzxQ.png,Luminor,PANERAI,France,9800,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01404-luminor-quaranta-bitempo-luna-rossa.html,€,Luminor Quaranta BiTempo Luna Rossa,Available,EUR,1532567.1199999999,10178.279999999999,8091.86,9800.0
PAM01640,2025,https://www.panerai.com/content/dam/rcq/pan/8G/1V/mN/s5/Tj/2E/r0/-R/p2/Tt/0A/8G1VmNs5Tj2Er0-Rp2Tt0A.png,Luminor,PANERAI,France,10000,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01640-luminor-quaranta-bitempo.html,€,Luminor Quaranta BiTempo,Available,EUR,1563844.0,10386.0,8257.0,10000.0
PAM01641,2025,https://www.panerai.com/content/dam/rcq/pan/c1/qc/KI/QE/RB/uk/hB/wg/mT/GE/4g/c1qcKIQERBukhBwgmTGE4g.png,Luminor,PANERAI,France,25900,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01641-luminor-quaranta-bitempo-goldtech.html,€,Luminor Quaranta BiTempo Goldtech™,Available,EUR,4050355.96,26899.739999999998,21385.63,25900.0
PAM01360,2025,https://www.panerai.com/content/dam/rcq/pan/OJ/1e/ma/oI/EU/ex/4m/Es/3I/a1/ow/OJ1emaoIEUex4mEs3Ia1ow.png,Luminor,PANERAI,France,10800,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01360-luminor-bitempo-power-reserve.html,€,Luminor BiTempo Power Reserve,Available,EUR,1688951.52,11216.88,8917.56,10800.0
PAM01361,2025,https://www.panerai.com/content/dam/rcq/pan/aM/zj/RO/N0/6k/Sl/Pw/jL/Cm/ro/kg/aMzjRON06kSlPwjLCmrokg.png,Luminor,PANERAI,France,10800,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01361-luminor-bitempo-power-reserve.html,€,Luminor BiTempo Power Reserve,Available,EUR,1688951.52,11216.88,8917.56,10800.0
PAM01441,2025,https://www.panerai.com/content/dam/rcq/pan/17/12/33/1/1712331.png,Luminor,PANERAI,France,15200,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01441-luminor-gmt.html,€,Luminor GMT,Available,EUR,2377042.88,15786.72,12550.64,15200.0
PAM01674,2025,https://www.panerai.com/content/dam/rcq/pan/MC/aC/kK/6t/TR/SO/eX/tG/o5/BN/Hg/MCaCkK6tTRSOeXtGo5BNHg.png,Luminor,PANERAI,France,19500,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01674-luminor-gmt-power-reserve-ceramica.html,€,Luminor GMT Power Reserve Ceramica,Out of Stock,EUR,3049495.8,20252.7,16101.15,19500.0
PAM01218,2025,https://www.panerai.com/content/dam/rcq/pan/21/48/54/1/2148541.png,Luminor,PANERAI,France,10200,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01218-luminor-chrono.html,€,Luminor Chrono,Available,EUR,1595120.88,10593.72,8422.14,10200.0
PAM01109,2025,https://www.panerai.com/content/dam/rcq/pan/21/48/44/8/2148448.png,Luminor,PANERAI,France,10200,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01109-luminor-chrono.html,€,Luminor Chrono,Available,EUR,1595120.88,10593.72,8422.14,10200.0
PAM01110,2025,https://www.panerai.com/content/dam/rcq/pan/21/48/47/5/2148475.png,Luminor,PANERAI,France,11000,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01110-luminor-chrono.html,€,Luminor Chrono,Available,EUR,1720228.4,11424.6,9082.7,11000.0
PAM01548,2025,https://www.panerai.com/content/dam/rcq/pan/KN/yQ/HT/7X/8E/mk/Jn/fc/ZC/aV/Ig/KNyQHT7X8EmkJnfcZCaVIg.png,Luminor,PANERAI,France,11000,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01548-luminor-chrono.html,€,Luminor Chrono,Available,EUR,1720228.4,11424.6,9082.7,11000.0
PAM01219,2025,https://www.panerai.com/content/dam/rcq/pan/cd/oK/fQ/Qt/SU/et/Rb/ak/AV/Fk/TA/cdoKfQQtSUetRbakAVFkTA.png,Luminor,PANERAI,France,16900,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01219-luminor-chrono-carbotech.html,€,Luminor Chrono Carbotech™,Available,EUR,2642896.36,17552.34,13954.33,16900.0
PAM01111,2025,https://www.panerai.com/content/dam/rcq/pan/21/48/50/1/2148501.png,Luminor,PANERAI,France,30000,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01111-luminor-chrono-goldtech.html,€,Luminor Chrono Goldtech™,Available,EUR,4691532.0,31158.0,24771.0,30000.0
PAM01409,2025,https://www.panerai.com/content/dam/rcq/pan/gE/0n/MZ/Ma/9k/Op/N-/8F/mc/nf/DQ/gE0nMZMa9kOpN-8FmcnfDQ.png,Luminor,PANERAI,France,11200,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01409-luminor-chrono-navy-seals.html,€,Luminor Chrono Navy SEALs,Out of Stock,EUR,1751505.28,11632.32,9247.84,11200.0
PAM01419,2025,https://www.panerai.com/content/dam/rcq/pan/Sm/IC/8D/Fv/HU/qL/NG/kj/Mg/F8/8g/SmIC8DFvHUqLNGkjMgF88g.png,Luminor,PANERAI,France,18200,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01419-luminor-chrono-carbotech-navy-seals.html,€,Luminor Chrono Carbotech™ Navy SEALs,Available,EUR,2846196.08,18902.52,15027.74,18200.0
PAM01482,2025,https://www.panerai.com/content/dam/rcq/pan/MT/BC/lK/ZB/Tv/GJ/d8/UV/Nx/2S/Bw/MTBClKZBTvGJd8UVNx2SBw.png,Luminor,PANERAI,France,15500,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01482-luminor-dieci-giorni-gmt.html,€,Luminor Dieci Giorni GMT,Out of Stock,EUR,2423958.2,16098.3,12798.35,15500.0
PAM01483,2025,https://www.panerai.com/content/dam/rcq/pan/DZ/dw/-j/Qb/SQ/6U/2X/HX/LA/S_/dg/DZdw-jQbSQ6U2XHXLAS_dg.png,Luminor,PANERAI,France,19900,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01483-luminor-dieci-giorni-gmt-ceramica.html,€,Luminor Dieci Giorni GMT Ceramica,Out of Stock,EUR,3112049.56,20668.14,16431.43,19900.0
PAM00742,2025,https://www.panerai.com/content/dam/rcq/pan/21/48/57/9/2148579.png,Luminor,PANERAI,France,52000,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00742-luminor-perpetual-calendar-gmt-goldtech.html,€,Luminor Perpetual Calendar GMT Goldtech™ ,Available,EUR,8131988.8,54007.2,42936.4,52000.0
PAM00715,2025,https://www.panerai.com/content/dam/rcq/pan/21/64/65/8/2164658.png,Luminor,PANERAI,France,72000,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00715-luminor-perpetual-calendar-gmt-platinumtech.html,€,Luminor Perpetual Calendar GMT Platinumtech™,Available,EUR,11259676.8,74779.2,59450.4,72000.0
PAM01688,2025,https://www.panerai.com/content/dam/rcq/pan/jn/Ma/k1/Ej/TF/Od/9e/BI/Oo/Jx/ww/jnMak1EjTFOd9eBIOoJxww.png,Luminor,PANERAI,France,53000,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01688-luminor-perpetual-calendar-goldtech.html,€,Luminor Perpetual Calendar Goldtech™,Out of Stock,EUR,8288373.2,55045.799999999996,43762.1,53000.0
PAM00670,2025,https://www.panerai.com/content/dam/rcq/pan/14/08/20/0/1408200.png,Luminor,PANERAI,France,24500,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00670-luminor-equation-of-time-gmt-titanio.html,€,Luminor Equation of Time GMT Titanio,Available,EUR,3831417.8,25445.7,20229.65,24500.0
PAM01060,2025,https://www.panerai.com/content/dam/rcq/pan/21/64/94/7/2164947.png,Luminor,PANERAI,France,189000,https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01060-luminor-tourbillon-gmt.html,€,Luminor Tourbillon GMT,Out of Stock,EUR,29556651.6,196295.4,156057.3,189000.0
PAM01565,2025,https://www.panerai.com/content/dam/rcq/pan/eF/U8/Cs/i-/Rm/iU/J8/g-/RV/zu/FQ/eFU8Csi-RmiUJ8g-RVzuFQ.png,Submersible,PANERAI,France,11500,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01565-submersible-luna-rossa.html,€,Submersible Luna Rossa,Available,EUR,1798420.6,11943.9,9495.55,11500.0
PAM01579,2025,https://www.panerai.com/content/dam/rcq/pan/s3/TK/qr/fW/Qd/S3/Ae/7p/RH/lM/0A/s3TKqrfWQdS3Ae7pRHlM0A.png,Submersible,PANERAI,France,11200,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01579-submersible-luna-rossa.html,€,Submersible Luna Rossa,Out of Stock,EUR,1751505.28,11632.32,9247.84,11200.0
PAM01507,2025,https://www.panerai.com/content/dam/rcq/pan/ix/02/wr/hb/T0/Kj/JT/tX/DQ/H-/VQ/ix02wrhbT0KjJTtXDQH-VQ.png,Submersible,PANERAI,France,12500,https://www.panerai.com/fr/fr/collections/watch-collection/submersible/pam01507-submersible-gmt-luna-rossa-titanio.html,€,Submersible GMT Luna Rossa Titanio,Available,EUR,1954805.0,12982.5,10321.25,12500.0
