currency,collection,product_url,reference,price,year,image_url,country,brand,name,availability,currency_code,price_GBP,price_EUR,price_USD,price_JPY
$,Luminor,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00670-luminor-equation-of-time-gmt-titanio.html,PAM00670,24000,2025,https://www.panerai.com/content/dam/rcq/pan/14/08/20/0/1408200.png,USA,PANERAI,Luminor Equation of Time GMT Titanio,Available,USD,18626.4,22228.8,24000.0,3550682.4
$,Luminor,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01060-luminor-tourbillon-gmt.html,PAM01060,163700,2025,https://www.panerai.com/content/dam/rcq/pan/21/64/94/7/2164947.png,USA,PANERAI,Luminor Tourbillon GMT,Out of Stock,USD,127047.57,151618.94,163700.0,24218612.87
$,Luminor,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00920-luminor-tourbillon-moon-phases-equation-of-time-gmt--la.html,PAM00920,233800,2025,https://www.panerai.com/content/dam/rcq/pan/16/49/88/2/1649882.png,USA,PANERAI,Luminor Tourbillon Moon Phases Equation of Time GMT - L’Astronomo,Out of Stock,USD,181452.18,216545.56,233800.0,34589564.38
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01565-submersible-luna-rossa.html,PAM01565,11300,2025,https://www.panerai.com/content/dam/rcq/pan/eF/U8/Cs/i-/Rm/iU/J8/g-/RV/zu/FQ/eFU8Csi-RmiUJ8g-RVzuFQ.png,USA,PANERAI,Submersible Luna Rossa,Available,USD,8769.93,10466.06,11300.0,1671779.63
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01579-submersible-luna-rossa.html,PAM01579,11000,2025,https://www.panerai.com/content/dam/rcq/pan/s3/TK/qr/fW/Qd/S3/Ae/7p/RH/lM/0A/s3TKqrfWQdS3Ae7pRHlM0A.png,USA,PANERAI,Submersible Luna Rossa,Available,USD,8537.1,10188.2,11000.0,1627396.0999999999
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01507-submersible-gmt-luna-rossa-titanio.html,PAM01507,12300,2025,https://www.panerai.com/content/dam/rcq/pan/ix/02/wr/hb/T0/Kj/JT/tX/DQ/H-/VQ/ix02wrhbT0KjJTtXDQH-VQ.png,USA,PANERAI,Submersible GMT Luna Rossa Titanio,Available,USD,9546.03,11392.26,12300.0,1819724.73
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01563-submersible-luna-rossa-carbotech.html,PAM01563,18100,2025,https://www.panerai.com/content/dam/rcq/pan/nL/cF/Gj/Cp/SW/WO/2g/bX/qa/wF/qw/nLcFGjCpSWWO2gbXqawFqw.png,USA,PANERAI,Submersible Luna Rossa Carbotech™,Out of Stock,USD,14047.41,16764.22,18100.0,2677806.31
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01543-submersible-quarantaquattro-luna-rossa-ti-ceramitech.html,PAM01543,16600,2025,https://www.panerai.com/content/dam/rcq/pan/8W/58/Pm/8p/Sm/Cb/bP/rt/oR/9j/Yg/8W58Pm8pSmCbbPrtoR9jYg.png,USA,PANERAI,Submersible QuarantaQuattro Luna Rossa Ti-Ceramitech™,Available,USD,12883.26,15374.92,16600.0,2455888.66
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01466-submersible-quarantaquattro-luna-rossa-ti-ceramitech.html,PAM01466,16600,2025,https://www.panerai.com/content/dam/rcq/pan/pv/nm/Af/Bx/RC/Ca/gf/sN/AQ/o3/LQ/pvnmAfBxRCCagfsNAQo3LQ.png,USA,PANERAI,Submersible QuarantaQuattro Luna Rossa Ti-Ceramitech™,Available,USD,12883.26,15374.92,16600.0,2455888.66
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01405-submersible-tourbillon-gmt-luna-rossa-experience-editio.html,PAM01405,168900,2025,https://www.panerai.com/content/dam/rcq/pan/2T/Pz/VE/A5/TJ/qP/hT/oB/Nh/bG/_Q/2TPzVEA5TJqPhToBNhbG_Q.png,USA,PANERAI,Submersible Tourbillon GMT Luna Rossa Experience Edition,Out of Stock,USD,131083.29,156435.18,168900.0,24987927.39
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01513-submersible-quarantaquattro-gmt-navy-seals-carbotech.html,PAM01513,19700,2025,https://www.panerai.com/content/dam/rcq/pan/1F/JD/5j/NG/RS/We/7S/rS/w1/bk/fQ/1FJD5jNGRSWe7SrSw1bkfQ.png,USA,PANERAI,Submersible QuarantaQuattro GMT Navy SEALs Carbotech™,Available,USD,15289.17,18246.14,19700.0,2914518.4699999997
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01590-submersible.html,PAM01590,9500,2025,https://www.panerai.com/content/dam/rcq/pan/bk/Dr/Si/Cl/xk/ii/tB/IY/OU/Os/HQ/bkDrSiClxkiitBIYOUOsHQ.png,USA,PANERAI,Submersible,Available,USD,7372.95,8798.9,9500.0,1405478.45
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam02973-submersible.html,PAM02973,9500,2025,https://www.panerai.com/content/dam/rcq/pan/19/18/47/7/1918477.png,USA,PANERAI,Submersible,Available,USD,7372.95,8798.9,9500.0,1405478.45
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam02683-submersible.html,PAM02683,10500,2025,https://www.panerai.com/content/dam/rcq/pan/18/18/65/0/1818650.png,USA,PANERAI,Submersible,Out of Stock,USD,8149.05,9725.1,10500.0,1553423.55
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam02068-submersible.html,PAM02068,11700,2025,https://www.panerai.com/content/dam/rcq/pan/21/69/21/8/2169218.png,USA,PANERAI,Submersible,Available,USD,9080.37,10836.54,11700.0,1730957.67
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01595-submersible-quarantaquattro.html,PAM01595,9900,2025,https://www.panerai.com/content/dam/rcq/pan/23/07/80/2/2307802.png,USA,PANERAI,Submersible QuarantaQuattro,Available,USD,7683.39,9169.380000000001,9900.0,1464656.49
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01596-submersible-quarantaquattro.html,PAM01596,9900,2025,https://www.panerai.com/content/dam/rcq/pan/23/07/82/3/2307823.png,USA,PANERAI,Submersible QuarantaQuattro,Available,USD,7683.39,9169.380000000001,9900.0,1464656.49
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01518-submersible-quarantaquattro-navy-seals.html,PAM01518,10200,2025,https://www.panerai.com/content/dam/rcq/pan/4A/98/Kb/Z2/S6/uD/jB/JL/VC/Ts/bg/4A98KbZ2S6uDjBJLVCTsbg.png,USA,PANERAI,Submersible QuarantaQuattro Navy SEALs,Available,USD,7916.22,9447.24,10200.0,1509040.02
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01323-submersible-gmt-navy-seals.html,PAM01323,11100,2025,https://www.panerai.com/content/dam/rcq/pan/wU/AA/78/ij/zU/6D/hw/sJ/dj/NG/Uw/wUAA78ijzU6DhwsJdjNGUw.png,USA,PANERAI,Submersible GMT Navy SEALs,Available,USD,8614.710000000001,10280.82,11100.0,1642190.6099999999
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01676-submersible-quarantaquattro-mike-horn.html,PAM01676,11900,2025,https://www.panerai.com/content/dam/rcq/pan/A3/KM/Bt/Wu/Si/ml/4e/Tl/Z5/Aj/cA/A3KMBtWuSiml4eTlZ5AjcA.png,USA,PANERAI,Submersible QuarantaQuattro Mike Horn   ,Available,USD,9235.59,11021.78,11900.0,1760546.69
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01681-submersible-quarantaquattro-luna-rossa.html,PAM01681,12100,2025,https://www.panerai.com/content/dam/rcq/pan/gR/PC/qL/Hg/Sf/W6/3V/0x/ZW/AN/wA/gRPCqLHgSfW63V0xZWANwA.png,USA,PANERAI,Submersible QuarantaQuattro Luna Rossa,Out of Stock,USD,9390.81,11207.02,12100.0,1790135.71
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01288-submersible-quarantaquattro-grigio-roccia.html,PAM01288,11600,2025,https://www.panerai.com/content/dam/rcq/pan/23/07/86/6/2307866.png,USA,PANERAI,Submersible QuarantaQuattro Grigio Roccia,Available,USD,9002.76,10743.92,11600.0,1716163.16
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01289-submersible-quarantaquattro-blu-profondo.html,PAM01289,11600,2025,https://www.panerai.com/content/dam/rcq/pan/23/07/84/8/2307848.png,USA,PANERAI,Submersible QuarantaQuattro Blu Profondo,Available,USD,9002.76,10743.92,11600.0,1716163.16
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01287-submersible-quarantaquattro-verde-smeraldo.html,PAM01287,11600,2025,https://www.panerai.com/content/dam/rcq/pan/23/07/84/0/2307840.png,USA,PANERAI,Submersible QuarantaQuattro Verde Smeraldo,Available,USD,9002.76,10743.92,11600.0,1716163.16
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam02231-submersible-carbotech.html,PAM02231,17600,2025,https://www.panerai.com/content/dam/rcq/pan/23/44/86/9/2344869.png,USA,PANERAI,Submersible Carbotech™,Available,USD,13659.36,16301.12,17600.0,2603833.76
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01074-submersible-bronzo.html,PAM01074,17700,2025,https://www.panerai.com/content/dam/rcq/pan/21/33/34/4/2133344.png,USA,PANERAI,Submersible Bronzo ,Out of Stock,USD,13736.97,16393.74,17700.0,2618628.27
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01232-submersible-quarantaquattro-carbotech.html,PAM01232,18600,2025,https://www.panerai.com/content/dam/rcq/pan/23/07/82/6/2307826.png,USA,PANERAI,Submersible QuarantaQuattro Carbotech™,Available,USD,14435.460000000001,17227.32,18600.0,2751778.86
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01241-submersible-s-brabus-blue-shadow-edition.html,PAM01241,45100,2025,https://www.panerai.com/content/dam/rcq/pan/U2/nF/8D/-f/SB/-t/gx/HO/CO/Dp/dg/U2nF8D-fSB-tgxHOCODpdg.png,USA,PANERAI,Submersible S Brabus Blue Shadow Edition,Out of Stock,USD,35002.11,41771.62,45100.0,6672324.01
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01403-submersible-s-brabus.html,PAM01403,45100,2025,https://www.panerai.com/content/dam/rcq/pan/K3/JK/9I/Io/tU/6I/ZP/Vh/pP/h2/Qw/K3JK9IIotU6IZPVhpPh2Qw.png,USA,PANERAI,Submersible S Brabus,Out of Stock,USD,35002.11,41771.62,45100.0,6672324.01
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01283-submersible-s-brabus-carbotech.html,PAM01283,45100,2025,https://www.panerai.com/content/dam/rcq/pan/yN/Jv/Qn/MQ/R0/Gc/Rj/8T/9-/xV/WQ/yNJvQnMQR0GcRj8T9-xVWQ.png,USA,PANERAI,Submersible S Brabus Carbotech™,Out of Stock,USD,35002.11,41771.62,45100.0,6672324.01
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam02305-submersible-titanio.html,PAM02305,10700,2025,https://www.panerai.com/content/dam/rcq/pan/14/62/63/2/1462632.png,USA,PANERAI,Submersible Titanio,Available,USD,8304.27,9910.34,10700.0,1583012.57
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam02692-submersible-bmg-tech.html,PAM02692,14800,2025,https://www.panerai.com/content/dam/rcq/pan/14/62/62/8/1462628.png,USA,PANERAI,Submersible BMG-TECH™,Available,USD,11486.28,13707.76,14800.0,2189587.48
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01669-submersible-navy-seals-titanio.html,PAM01669,13700,2025,https://www.panerai.com/content/dam/rcq/pan/E3/pO/EU/Hi/TV/So/QV/Y3/2p/45/cg/E3pOEUHiTVSoQVY32p45cg.png,USA,PANERAI,Submersible Navy SEALs Titanio,Available,USD,10632.57,12688.94,13700.0,2026847.8699999999
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam02616-submersible-carbotech.html,PAM02616,18900,2025,https://www.panerai.com/content/dam/rcq/pan/B7/vA/ev/hg/Q5/eK/ol/qo/pT/yI/Jg/B7vAevhgQ5eKolqopTyIJg.png,USA,PANERAI,Submersible Carbotech™,Out of Stock,USD,14668.29,17505.18,18900.0,2796162.39
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam02979-submersible-marina-militare-carbotech.html,PAM02979,20200,2025,https://www.panerai.com/content/dam/rcq/pan/18/18/65/5/1818655.png,USA,PANERAI,Submersible Marina Militare Carbotech™,Available,USD,15677.22,18709.24,20200.0,2988491.02
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam00968-submersible-bronzo.html,PAM00968,18600,2025,https://www.panerai.com/content/dam/rcq/pan/18/95/60/5/1895605.png,USA,PANERAI,Submersible Bronzo,Available,USD,14435.460000000001,17227.32,18600.0,2751778.86
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01670-submersible-gmt-titanio-mike-horn-experience-edition.html,PAM01670,82300,2025,https://www.panerai.com/content/dam/rcq/pan/Vq/s9/8n/Uk/TY/60/z4/Gh/2e/cj/dg/Vqs98nUkTY60z4Gh2ecjdg.png,USA,PANERAI,Submersible GMT Titanio Mike Horn Experience Edition,Out of Stock,USD,63873.03,76226.26,82300.0,12175881.73
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01800-submersible-elux-lab-id.html,PAM01800,93600,2025,https://www.panerai.com/content/dam/rcq/pan/lj/Vl/-U/GM/Qb/2I/v0/VH/xR/2w/Uw/ljVl-UGMQb2Iv0VHxR2wUw.png,USA,PANERAI,Submersible Elux LAB-ID,Out of Stock,USD,72642.96,86692.32,93600.0,13847661.36
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam02239-submersible-forze-speciali.html,PAM02239,30400,2025,https://www.panerai.com/content/dam/rcq/pan/23/07/81/3/2307813.png,USA,PANERAI,Submersible Forze Speciali,Out of Stock,USD,23593.44,28156.48,30400.0,4497531.04
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01521-submersible-chrono-navy-seals-titanio.html,PAM01521,34200,2025,https://www.panerai.com/content/dam/rcq/pan/bW/sU/D8/w3/RT/qG/Ao/PD/im/wu/aw/bWsUD8w3RTqGAoPDimwuaw.png,USA,PANERAI,Submersible Chrono Navy SEALs Titanio,Out of Stock,USD,26542.62,31676.04,34200.0,5059722.42
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam02164-submersible-goldtech.html,PAM02164,29900,2025,https://www.panerai.com/content/dam/rcq/pan/21/34/44/9/2134449.png,USA,PANERAI,Submersible Goldtech™,Available,USD,23205.39,27693.38,29900.0,4423558.49
$,Submersible,https://www.panerai.com/us/en/collections/watch-collection/submersible/pam02070-submersible-quarantaquattro-goldtech-orocarbo.html,PAM02070,33300,2025,https://www.panerai.com/content/dam/rcq/pan/20/81/27/2/2081272.png,USA,PANERAI,Submersible QuarantaQuattro Goldtech™ OroCarbo,Available,USD,25844.13,30842.46,33300.0,4926571.83
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01378-luminor-due-luna-rossa.html,PAM01378,7400,2025,https://www.panerai.com/content/dam/rcq/pan/zl/wP/6F/po/ik/mE/rT/Xk/rs/p-/kg/zlwP6FpoikmErTXkrsp-kg.png,USA,PANERAI,Luminor Due Luna Rossa,Available,USD,5743.14,6853.88,7400.0,1094793.74
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01248-luminor-due.html,PAM01248,6900,2025,https://www.panerai.com/content/dam/rcq/pan/22/30/73/6/2230736.png,USA,PANERAI,Luminor Due,Available,USD,5355.09,6390.78,6900.0,1020821.19
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01273-luminor-due.html,PAM01273,6900,2025,https://www.panerai.com/content/dam/rcq/pan/22/22/22/7/2222227.png,USA,PANERAI,Luminor Due,Available,USD,5355.09,6390.78,6900.0,1020821.19
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01552-luminor-due.html,PAM01552,6900,2025,https://www.panerai.com/content/dam/rcq/pan/HJ/_a/lw/8B/RA/Sx/Y8/q6/g2/WJ/Ug/HJ_alw8BRASxY8q6g2WJUg.png,USA,PANERAI,Luminor Due,Available,USD,5355.09,6390.78,6900.0,1020821.19
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01425-luminor-due-prada-re-nylon.html,PAM01425,6900,2025,https://www.panerai.com/content/dam/rcq/pan/q0/6u/Ps/D3/o0/uv/1O/wW/UO/GP/Yw/q06uPsD3o0uv1OwWUOGPYw.png,USA,PANERAI,Luminor Due,Out of Stock,USD,5355.09,6390.78,6900.0,1020821.19
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01426-luminor-due-prada-re-nylon.html,PAM01426,6900,2025,https://www.panerai.com/content/dam/rcq/pan/ys/8B/gl/qv/ZE/-A/GE/12/LW/UK/3Q/ys8BglqvZE-AGE12LWUK3Q.png,USA,PANERAI,Luminor Due,Out of Stock,USD,5355.09,6390.78,6900.0,1020821.19
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01123-luminor-due.html,PAM01123,7700,2025,https://www.panerai.com/content/dam/rcq/pan/21/64/94/5/2164945.png,USA,PANERAI,Luminor Due,Available,USD,5975.97,7131.74,7700.0,1139177.27
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01508-luminor-due.html,PAM01508,7900,2025,https://www.panerai.com/content/dam/rcq/pan/6c/CY/ZU/EL/QB/6f/8q/ZA/D8/Xo/Wg/6cCYZUELQB6f8qZAD8XoWg.png,USA,PANERAI,Luminor Due,Available,USD,6131.1900000000005,7316.9800000000005,7900.0,1168766.29
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01311-luminor-due-pastello.html,PAM01311,7900,2025,https://www.panerai.com/content/dam/rcq/pan/f0/Kg/cQ/0c/wE/K2/EH/T5/Cr/7Q/tg/f0KgcQ0cwEK2EHT5Cr7Qtg.png,USA,PANERAI,Luminor Due Pastello,Available,USD,6131.1900000000005,7316.9800000000005,7900.0,1168766.29
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01309-luminor-due-pastello.html,PAM01309,7900,2025,https://www.panerai.com/content/dam/rcq/pan/lD/Ui/oS/Um/JE/C-/Qy/g8/4K/Q5/3A/lDUioSUmJEC-Qyg84KQ53A.png,USA,PANERAI,Luminor Due Pastello,Available,USD,6131.1900000000005,7316.9800000000005,7900.0,1168766.29
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01319-luminor-due-pastello.html,PAM01319,7900,2025,https://www.panerai.com/content/dam/rcq/pan/oc/uL/hW/hT/B0/KQ/Ru/GP/Zy/JT/tA/ocuLhWhTB0KQRuGPZyJTtA.png,USA,PANERAI,Luminor Due Pastello,Out of Stock,USD,6131.1900000000005,7316.9800000000005,7900.0,1168766.29
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01557-luminor-due-luna.html,PAM01557,9600,2025,https://www.panerai.com/content/dam/rcq/pan/Fl/dN/c2/oV/oU/yF/rG/rC/z5/93/Vw/FldNc2oVoUyFrGrCz593Vw.png,USA,PANERAI,Luminor Due Luna,Out of Stock,USD,7450.56,8891.52,9600.0,1420272.96
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01179-luminor-due-luna.html,PAM01179,9600,2025,https://www.panerai.com/content/dam/rcq/pan/U3/zr/M7/Gh/9U/G9/XR/os/H2/bH/KQ/U3zrM7Gh9UG9XRosH2bHKQ.png,USA,PANERAI,Luminor Due Luna,Available,USD,7450.56,8891.52,9600.0,1420272.96
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01301-luminor-due-luna.html,PAM01301,10400,2025,https://www.panerai.com/content/dam/rcq/pan/yO/9E/55/qM/dU/Sl/Ul/is/S7/bp/sA/yO9E55qMdUSlUlisS7bpsA.png,USA,PANERAI,Luminor Due Luna,Available,USD,8071.4400000000005,9632.48,10400.0,1538629.04
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01381-luminor-due-luna-rossa.html,PAM01381,7800,2025,https://www.panerai.com/content/dam/rcq/pan/ZZ/5p/ql/Ii/GU/m5/Th/ET/a1/lS/uw/ZZ5pqlIiGUm5ThETa1lSuw.png,USA,PANERAI,Luminor Due Luna Rossa,Available,USD,6053.58,7224.360000000001,7800.0,1153971.78
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01388-luminor-due.html,PAM01388,7300,2025,https://www.panerai.com/content/dam/rcq/pan/KX/C8/SR/J0/CE/Ob/Dt/N5/Fl/Pi/BA/KXC8SRJ0CEObDtN5FlPiBA.png,USA,PANERAI,Luminor Due,Available,USD,5665.53,6761.26,7300.0,1079999.23
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01250-luminor-due.html,PAM01250,7300,2025,https://www.panerai.com/content/dam/rcq/pan/22/22/24/6/2222246.png,USA,PANERAI,Luminor Due,Available,USD,5665.53,6761.26,7300.0,1079999.23
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01428-luminor-due-prada-re-nylon.html,PAM01428,7300,2025,https://www.panerai.com/content/dam/rcq/pan/ZB/6j/jj/Od/zE/ab/e0/St/3g/TI/Iw/ZB6jjjOdzEabe0St3gTIIw.png,USA,PANERAI,Luminor Due Prada Re-Nylon,Available,USD,5665.53,6761.26,7300.0,1079999.23
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01429-luminor-due-prada-re-nylon.html,PAM01429,7300,2025,https://www.panerai.com/content/dam/rcq/pan/R4/6o/jT/oC/pU/C_/Gh/K-/IU/2v/IQ/R46ojToCpUC_GhK-IU2vIQ.png,USA,PANERAI,Luminor Due Prada Re-Nylon,Available,USD,5665.53,6761.26,7300.0,1079999.23
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01424-luminor-due.html,PAM01424,7300,2025,https://www.panerai.com/content/dam/rcq/pan/pK/6-/0b/sJ/kk/av/im/kS/ar/po/9A/pK6-0bsJkkavimkSarpo9A.png,USA,PANERAI,Luminor Due,Out of Stock,USD,5665.53,6761.26,7300.0,1079999.23
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01124-luminor-due.html,PAM01124,8100,2025,https://www.panerai.com/content/dam/rcq/pan/21/64/96/3/2164963.png,USA,PANERAI,Luminor Due,Available,USD,6286.41,7502.22,8100.0,1198355.31
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01387-luminor-due.html,PAM01387,8300,2025,https://www.panerai.com/content/dam/rcq/pan/LX/gr/vc/i1/Rd/ah/0R/1o/M-/Hb/Zw/LXgrvci1Rdah0R1oM-HbZw.png,USA,PANERAI,Luminor Due,Available,USD,6441.63,7687.46,8300.0,1227944.33
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01539-luminor-due.html,PAM01539,8300,2025,https://www.panerai.com/content/dam/rcq/pan/I2/0p/Zu/3Q/TK/uQ/1S/Vo/nF/r1/og/I20pZu3QTKuQ1SVonFr1og.png,USA,PANERAI,Luminor Due,Available,USD,6441.63,7687.46,8300.0,1227944.33
$,Luminor Due,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01280-luminor-due-goldtech-madreperla.html,PAM01280,18600,2025,https://www.panerai.com/content/dam/rcq/pan/21/48/54/2/2148542.png,USA,PANERAI,Luminor Due Goldtech™ Madreperla,Available,USD,14435.460000000001,17227.32,18600.0,2751778.86
